ETagGantryID,LinkID,LocationType,PositionLon,PositionLat,RoadID,RoadName,RoadClass,RoadDirection,RoadSection/Start,RoadSection/End,LocationMile
01F0664S,0000100006600H,4,121.17692,24.929544,000010,國道1號,0,S,平鎮系統,幼獅,66K+400
01F2603S,0000100026000Q,4,120.40559,23.52674,000010,國道1號,0,S,民雄,嘉義,260K+300
01F3185S,0000100031900D,4,120.25302,23.051311,000010,國道1號,0,S,臺南系統,永康,318K+500
03F4018S,0000300040200T,4,120.56309,22.682775,000030,國道3號,0,S,長治,麟洛,401K+800
01F2930S,0000100029300D,4,120.26577,23.272589,000010,國道1號,0,S,新營,下營系統,293K+000
01F2603N,0000100126000Q,4,120.40559,23.52674,000010,國道1號,0,N,嘉義,民雄,260K+300
03F0087S,0000300000870F,4,121.65356,25.089994,000030,國道3號,0,S,瑪東系統,汐止系統,8K+700
03F3854N,0000300138600E,4,120.44184,22.769197,000030,國道3號,0,N,九如,燕巢系統,385K+400
03F1992N,0000300119900N,4,120.57875,24.102526,000030,國道3號,0,N,快官,彰化系統,199K+200
05F0001N,0000500100000A,4,121.62472,25.035036,000050,國道5號,0,N,石碇,南港系統,0K+100
01F2930N,0000100129300D,4,120.26577,23.272589,000010,國道1號,0,N,下營系統,新營,293K+000
03F3854S,0000300038600E,4,120.44184,22.769197,000030,國道3號,0,S,燕巢系統,九如,385K+400
01F0664N,0000100106600H,4,121.17692,24.929544,000010,國道1號,0,N,幼獅,平鎮系統,66K+400
01F1389N,0000100113800K,4,120.781906,24.48592,000010,國道1號,0,N,銅鑼,苗栗,138K+900
05FR113S,0000501005010G,4,121.78202,24.73379,000050,國道5號,0,S,宜蘭(四城、大福),宜蘭(壯圍),11K+300
01H0447N,00001B0104400H,4,121.33207,25.059242,00001B,國道1號五股楊梅高架道路,0,N,機場系統,高公局,44K+700
03F1161N,0000300111600K,4,120.860085,24.698006,000030,國道3號,0,N,竹南,西濱,116K+100
01H0447S,00001B0004400H,4,121.331856,25.060125,00001B,國道1號五股楊梅高架道路,0,S,高公局,機場系統,44K+700
03F1161S,0000300011600K,4,120.860085,24.698006,000030,國道3號,0,S,西濱,竹南,116K+100
01F1123S,0000100011200K,4,120.90427,24.679317,000010,國道1號,0,S,頭份,頭屋,112K+300
01F1389S,0000100013800K,4,120.781906,24.48592,000010,國道1號,0,S,苗栗,銅鑼,138K+900
01F1123N,0000100111200K,4,120.90427,24.679317,000010,國道1號,0,N,頭屋,頭份,112K+300
03F1739S,0000300017400B,4,120.590805,24.269464,000030,國道3號,0,S,清水服務區,沙鹿,173K+900
01F0578S,0000100005750H,4,121.2332,24.984413,000010,國道1號,0,S,內壢,中壢,57K+800
01F0699S,0000100006970H,4,121.15976,24.903297,000010,國道1號,0,S,楊梅,校前路,69K+900
05F0309N,0000500103100G,4,121.78635,24.823656,000050,國道5號,0,N,宜蘭(四城、大福),頭城,30K+900
03F4259N,0000300142600T,4,120.53139,22.477465,000030,國道3號,0,N,林邊,南州,425K+900
05F0309S,0000500003100G,4,121.78635,24.823656,000050,國道5號,0,S,頭城,宜蘭(四城、大福),30K+900
01F0699N,0000100106960H,4,121.15976,24.903297,000010,國道1號,0,N,校前路,楊梅,69K+900
03F2709N,0000300127100P,4,120.572914,23.649279,000030,國道3號,0,N,古坑(朝陽路),古坑(文化路)&amp;古坑系統,270K+900
01H0579S,00001B0005700H,4,121.23253,24.984095,00001B,國道1號五股楊梅高架道路,0,S,機場系統,中壢,57K+900
01F1572N,0000100115700B,4,120.72085,24.339148,000010,國道1號,0,N,后里,三義,157K+200
01F3676N,0000100136800E,4,120.33622,22.62782,000010,國道1號,0,N,高雄(中正、三多路),高雄(九如、建國路),367K+600
03F3496S,0000300035000D,4,120.32517,23.040203,000030,國道3號,0,S,新化系統,關廟,349K+600
01H0579N,00001B0105700H,4,121.23298,24.983667,00001B,國道1號五股楊梅高架道路,0,N,中壢,機場系統,57K+900
01F1572S,0000100015700B,4,120.72085,24.339148,000010,國道1號,0,S,三義,后里,157K+200
01F3676S,0000100036800E,4,120.33622,22.62782,000010,國道1號,0,S,高雄(九如、建國路),高雄(中正、三多路),367K+600
01F3640S,0000100036400E,4,120.332085,22.658892,000010,國道1號,0,S,鼎金系統,高雄(九如、建國路),364K+000
01H0163S,00001A0001600A,4,121.59873,25.064007,00001A,國道1號汐止五股高架道路,0,S,汐止&amp;汐止系統,堤頂,16K+300
01F3640N,0000100136400E,4,120.332085,22.658892,000010,國道1號,0,N,高雄(九如、建國路),鼎金系統,364K+000
03F2153N,0000300121510N,4,120.66316,24.018944,000030,國道3號,0,N,草屯,霧峰系統,215K+300
01F2249N,0000100122500N,4,120.48488,23.830568,000010,國道1號,0,N,西螺,北斗,224K+900
01F2714S,0000100027110Q,4,120.361565,23.436367,000010,國道1號,0,S,水上,嘉義系統,271K+400
05F0528N,0000500105300G,4,121.80696,24.632729,000050,國道5號,0,N,蘇澳,羅東,52K+800
01F0880N,0000100108800J,4,121.01903,24.848719,000010,國道1號,0,N,竹北,湖口,88K+000
03F3307N,0000300133100D,4,120.35546,23.203276,000030,國道3號,0,N,官田系統,烏山頭,330K+700
01F0880S,0000100008800J,4,121.01903,24.848719,000010,國道1號,0,S,湖口,竹北,88K+000
03F1215N,0000300112100K,4,120.83824,24.655964,000030,國道3號,0,N,大山,竹南,121K+500
01F2714N,0000100127110Q,4,120.361565,23.436367,000010,國道1號,0,N,嘉義系統,水上,271K+400
01F2322S,0000100023200P,4,120.469345,23.766329,000010,國道1號,0,S,西螺,虎尾,232K+200
03F1215S,0000300012100K,4,120.83824,24.655964,000030,國道3號,0,S,竹南,大山,121K+500
03F3307S,0000300033100D,4,120.35546,23.203276,000030,國道3號,0,S,烏山頭,官田系統,330K+700
03F3743N,0000300137400E,4,120.38543,22.845121,000030,國道3號,0,N,燕巢系統,田寮,374K+300
03F1651S,0000300016500B,4,120.635574,24.334719,000030,國道3號,0,S,大甲,中港系統,165K+100
01F2249S,0000100022500N,4,120.48488,23.830568,000010,國道1號,0,S,北斗,西螺,224K+900
03F3743S,0000300037400E,4,120.38543,22.845121,000030,國道3號,0,S,田寮,燕巢系統,374K+300
01F2322N,0000100123200P,4,120.469345,23.766329,000010,國道1號,0,N,虎尾,西螺,232K+200
03F3496N,0000300135000D,4,120.32517,23.040203,000030,國道3號,0,N,關廟,新化系統,349K+600
03F1651N,0000300116520B,4,120.635574,24.334719,000030,國道3號,0,N,中港系統,大甲,165K+100
01F3736S,0000101076030E,4,120.32315,22.581932,000010,國道1號,0,S,高雄端(中山四路),高雄端(漁港路),373K+600
03F0301N,0000300103000F,4,121.53057,24.96255,000030,國道3號,0,N,安坑,新店,30K+100
03F1022S,0000300010200J,4,120.97227,24.757914,000030,國道3號,0,S,新竹系統,茄苳,102K+200
01F3126N,0000100131220D,4,120.24768,23.104816,000010,國道1號,0,N,臺南系統,安定,312K+600
01F2472S,0000100024700P,4,120.443115,23.639557,000010,國道1號,0,S,雲林系統,大林,247K+200
01F3736N,0000101176100E,4,120.32315,22.581932,000010,國道1號,0,N,高雄端(漁港路),高雄端(中山四路),373K+600
03F0054N,0000300100520C,4,121.681786,25.103746,000030,國道3號,0,N,汐止系統,瑪東系統,5K+400
01H0271N,00001A0102700F,4,121.49402,25.075256,00001A,國道1號汐止五股高架道路,0,N,五股(高架),環北,27K+100
03F0301S,0000300003000F,4,121.53057,24.96255,000030,國道3號,0,S,新店,安坑,30K+100
01H0174N,00001A0101700A,4,121.58804,25.065544,00001A,國道1號汐止五股高架道路,0,N,堤頂,汐止&amp;汐止系統,17K+400
03F0337S,0000300003310F,4,121.50238,24.978882,000030,國道3號,0,S,安坑,中和,33K+700
03F2100N,0000300121000B,4,120.67153,24.060429,000030,國道3號,0,N,霧峰,中投,210K+000
01F3126S,0000100031300D,4,120.24768,23.104816,000010,國道1號,0,S,安定,臺南系統,312K+600
03F2100S,0000300021000B,4,120.67097,24.060654,000030,國道3號,0,S,中投,霧峰,210K+000
01F0633S,0000100006300H,4,121.195595,24.949282,000010,國道1號,0,S,中壢,平鎮系統,63K+300
03F3588N,0000300135900D,4,120.340164,22.969757,000030,國道3號,0,N,關廟服務區,關廟,358K+800
01F0633N,0000100106300H,4,121.195595,24.949282,000010,國道1號,0,N,平鎮系統,中壢,63K+300
01F2472N,0000100124700P,4,120.443115,23.639557,000010,國道1號,0,N,大林,雲林系統,247K+200
01H0608N,00001B0106020H,4,121.21162,24.965878,00001B,國道1號五股楊梅高架道路,0,N,校前路,中壢,60K+800
03F1022N,0000300110200J,4,120.97227,24.757914,000030,國道3號,0,N,茄苳,新竹系統,102K+200
03F3588S,0000300035900D,4,120.340164,22.969757,000030,國道3號,0,S,關廟,關廟服務區,358K+800
03F0447N,0000300104400F,4,121.41268,24.950502,000030,國道3號,0,N,樹林,土城,44K+700
01F0928S,0000100009240O,4,121.01031,24.808453,000010,國道1號,0,S,竹北,新竹(新竹、竹東),92K+800
01F0928N,0000100109240O,4,121.01031,24.808453,000010,國道1號,0,N,新竹(新竹、竹東),竹北,92K+800
03F0217N,0000300102160A,4,121.59337,24.993744,000030,國道3號,0,N,新店,木柵,21K+700
03F0338N,0000300103320F,4,121.50175,24.978586,000030,國道3號,0,N,中和,安坑,33K+800
01F1045S,0000100010400J,4,120.9519,24.72713,000010,國道1號,0,S,新竹系統,頭份,104K+500
03F0394N,0000300103900F,4,121.454926,24.975246,000030,國道3號,0,N,土城,中和,39K+400
03F0140N,0000300101400F,4,121.62816,25.05032,000030,國道3號,0,N,南港,新台五路,14K+000
03F0217S,0000300002110A,4,121.59293,24.993567,000030,國道3號,0,S,木柵,新店,21K+700
01F1045N,0000100110400J,4,120.9519,24.72713,000010,國道1號,0,N,頭份,新竹系統,104K+500
03F0447S,0000300004400F,4,121.41268,24.950502,000030,國道3號,0,S,土城,樹林,44K+700
01F0155N,0000100101550A,4,121.6059,25.064753,000010,國道1號,0,N,內湖,東湖,15K+500
01F0511S,0000100005100H,4,121.28173,25.025953,000010,國道1號,0,S,桃園(49B),機場系統,51K+100
03F1633N,0000300116300B,4,120.651566,24.34112,000030,國道3號,0,N,大甲,苑裡,163K+300
01F0155S,0000100001530A,4,121.6059,25.064753,000010,國道1號,0,S,東湖,內湖,15K+500
01F2514N,0000100125100Q,4,120.43542,23.60199,000010,國道1號,0,N,民雄,大林,251K+400
01F3561S,0000100035600E,4,120.33376,22.728956,000010,國道1號,0,S,楠梓(旗楠路),楠梓(鳳楠路),356K+100
01F0264S,0000100002610F,4,121.50139,25.077463,000010,國道1號,0,S,臺北,三重,26K+400
03F0394S,0000300003900F,4,121.454926,24.975246,000030,國道3號,0,S,中和,土城,39K+400
01F0511N,0000100105100H,4,121.28173,25.025953,000010,國道1號,0,N,機場系統,桃園(49B),51K+100
01F2514S,0000100025110Q,4,120.43542,23.60199,000010,國道1號,0,S,大林,民雄,251K+400
03F1633S,0000300016300B,4,120.651566,24.34112,000030,國道3號,0,S,苑裡,大甲,163K+300
03F0698N,0000300106900H,4,121.20858,24.856558,000030,國道3號,0,N,高原,龍潭,69K+800
03F1395S,0000300013900K,4,120.73325,24.531124,000030,國道3號,0,S,西湖服務區,通霄,139K+500
03F3259S,0000300032600D,4,120.36738,23.244993,000030,國道3號,0,S,柳營,烏山頭,325K+900
03F3211N,0000300132120D,4,120.39025,23.279282,000030,國道3號,0,N,柳營,東山服務區,321K+100
01F3019N,0000100130200D,4,120.23642,23.197287,000010,國道1號,0,N,麻豆,下營系統,301K+900
03F3259N,0000300132600D,4,120.36738,23.244993,000030,國道3號,0,N,烏山頭,柳營,325K+900
03F0783S,0000300007800J,4,121.17913,24.797338,000030,國道3號,0,S,關西服務區,關西,78K+300
01F3019S,0000100030200D,4,120.23642,23.197287,000010,國道1號,0,S,下營系統,麻豆,301K+900
01H0334S,00001B0003300F,4,121.43328,25.068727,00001B,國道1號五股楊梅高架道路,0,S,五股(高架),高公局,33K+400
03F0698S,0000300006900H,4,121.20858,24.856558,000030,國道3號,0,S,龍潭,高原,69K+800
03F2231N,0000300122300M,4,120.657616,23.957104,000030,國道3號,0,N,中興,中興系統,223K+100
03F0783N,0000300107810J,4,121.17913,24.797338,000030,國道3號,0,N,關西,關西服務區,78K+300
01F0413S,0000100004110F,4,121.36356,25.064968,000010,國道1號,0,S,林口(文化一路),林口(文化北路),41K+300
01F2866N,0000100128600D,4,120.298706,23.320993,000010,國道1號,0,N,新營,新營服務區,286K+600
03F1860S,0000300018600B,4,120.54824,24.177832,000030,國道3號,0,S,龍井,和美,186K+000
01F0413N,0000100104100H,4,121.36356,25.064968,000010,國道1號,0,N,林口(文化北路),林口(文化一路),41K+300
03F1860N,0000300118600B,4,120.54824,24.177832,000030,國道3號,0,N,和美,龍井,186K+000
03F1395N,0000300113900K,4,120.73325,24.531124,000030,國道3號,0,N,通霄,西湖服務區,139K+500
03F3211S,0000300032120D,4,120.39025,23.279282,000030,國道3號,0,S,東山服務區,柳營,321K+100
01F2866S,0000100028700D,4,120.298706,23.320993,000010,國道1號,0,S,新營服務區,新營,286K+600
01F1621S,0000100016200B,4,120.69733,24.301186,000010,國道1號,0,S,后里,臺中系統,162K+100
03F2985N,0000300129850Q,4,120.4812,23.442486,000030,國道3號,0,N,水上系統,中埔,298K+500
03F3101N,0000300131000D,4,120.436356,23.361254,000030,國道3號,0,N,白河,水上系統,310K+100
03F3670S,0000300036700D,4,120.35477,22.90197,000030,國道3號,0,S,關廟服務區,田寮,367K+000
01F1960S,0000100019600N,4,120.52785,24.085623,000010,國道1號,0,S,彰化系統,彰化,196K+000
01H0200N,00001A0102000A,4,121.562515,25.070993,00001A,國道1號汐止五股高架道路,0,N,下塔悠出口匝道,堤頂,20K+000
01H0333N,00001B0103310F,4,121.435135,25.068148,00001B,國道1號五股楊梅高架道路,0,N,高公局,五股(高架),33K+300
01F0492S,0000100004900H,4,121.29553,25.036482,000010,國道1號,0,S,桃園(49A),桃園(49B),49K+200
03F2985S,0000300029840Q,4,120.4812,23.442486,000030,國道3號,0,S,中埔,水上系統,298K+500
03F2840S,0000300028400Q,4,120.50506,23.558125,000030,國道3號,0,S,梅山,竹崎(縣道166線),284K+000
03F0150N,0000301105010F,4,121.62479,25.042389,000030,國道3號,0,N,南港系統&amp;南深路出口匝道,南港,15K+000
01F3696N,0000100137000E,4,120.33961,22.609428,000010,國道1號,0,N,五甲系統,高雄(中正、三多路),369K+600
01F1621N,0000100116200B,4,120.69733,24.301186,000010,國道1號,0,N,臺中系統,后里,162K+100
01F1960N,0000100119600N,4,120.52785,24.085623,000010,國道1號,0,N,彰化,彰化系統,196K+000
03F2840N,0000300128400Q,4,120.50506,23.558125,000030,國道3號,0,N,竹崎(縣道166線),梅山,284K+000
01F0492N,0000100104900H,4,121.29553,25.036482,000010,國道1號,0,N,桃園(49B),桃園(49A),49K+200
01F0557N,0000100105540H,4,121.24772,24.998583,000010,國道1號,0,N,內壢,中壢服務區,55K+700
01F0339S,0000100003380F,4,121.428764,25.06824,000010,國道1號,0,S,五股,高公局,33K+900
01F0557S,0000100005550H,4,121.24772,24.998583,000010,國道1號,0,S,中壢服務區,內壢,55K+700
03F3101S,0000300031000D,4,120.436356,23.361254,000030,國道3號,0,S,水上系統,白河,310K+100
03F3670N,0000300136700D,4,120.35477,22.90197,000030,國道3號,0,N,田寮,關廟服務區,367K+000
03F0559S,0000300005520H,4,121.312454,24.930225,000030,國道3號,0,S,鶯歌系統,大溪,55K+900
03F0559N,0000300105520H,4,121.312454,24.930225,000030,國道3號,0,N,大溪,鶯歌系統,55K+900
03F4168S,0000300041700T,4,120.52456,22.557186,000030,國道3號,0,S,竹田系統,崁頂,416K+800
01F0681N,0000100106800H,4,121.16759,24.917967,000010,國道1號,0,N,楊梅,幼獅,68K+100
03F4168N,0000300141700T,4,120.52476,22.557407,000030,國道3號,0,N,崁頂,竹田系統,416K+800
01F0584N,0000100105800H,4,121.22894,24.980558,000010,國道1號,0,N,中壢,內壢,58K+400
01F0681S,0000100006800H,4,121.16759,24.917967,000010,國道1號,0,S,幼獅,楊梅,68K+100
01F0233N,0000101111050A,4,121.5307,25.073019,000010,國道1號,0,N,臺北,圓山,23K+300
05FR143N,0000501105010G,4,121.782364,24.733961,000050,國道5號,0,N,宜蘭(壯圍),宜蘭(四城、大福),14K+300
01F3525N,0000100135300E,4,120.3308,22.761671,000010,國道1號,0,N,楠梓(旗楠路),岡山,352K+500
01F1699S,0000100017000B,4,120.68662,24.231537,000010,國道1號,0,S,豐原,大雅,169K+900
03F3187N,0000300131900D,4,120.40417,23.296692,000030,國道3號,0,N,東山服務區,白河,318K+700
03F0996S,0000300009940J,4,120.99727,24.755812,000030,國道3號,0,S,寶山,新竹系統,99K+600
01F3460N,0000100134600E,4,120.31273,22.818039,000010,國道1號,0,N,岡山,高科,346K+000
01F1699N,0000100116900B,4,120.68662,24.231537,000010,國道1號,0,N,大雅,豐原,169K+900
01F3525S,0000100035300E,4,120.3308,22.761671,000010,國道1號,0,S,岡山,楠梓(旗楠路),352K+500
03F0996N,0000300109940J,4,120.99727,24.755812,000030,國道3號,0,N,新竹系統,寶山,99K+600
01F2425N,0000100124200P,4,120.46228,23.677376,000010,國道1號,0,N,雲林系統,斗南,242K+500
01F0147S,0000100001440A,4,121.61352,25.065643,000010,國道1號,0,S,汐止&amp;汐止系統,東湖,14K+700
03F1710N,0000300117100B,4,120.60197,24.292881,000030,國道3號,0,N,清水服務區,中港系統,171K+000
01F3460S,0000100034600E,4,120.31273,22.818039,000010,國道1號,0,S,高科,岡山,346K+000
03F1257N,0000300112520K,4,120.814,24.627161,000030,國道3號,0,N,後龍,大山,125K+700
01F2425S,0000100024200P,4,120.46228,23.677376,000010,國道1號,0,S,斗南,雲林系統,242K+500
03F3187S,0000300031900D,4,120.40417,23.296692,000030,國道3號,0,S,白河,東山服務區,318K+700
01F0147N,0000100101440A,4,121.61352,25.065643,000010,國道1號,0,N,東湖,汐止&amp;汐止系統,14K+700
01F0256N,0000100102520A,4,121.50911,25.078068,000010,國道1號,0,N,三重,臺北,25K+600
03F1257S,0000300012520K,4,120.814,24.627161,000030,國道3號,0,S,大山,後龍,125K+700
03F1710S,0000300017100B,4,120.60197,24.292881,000030,國道3號,0,S,中港系統,清水服務區,171K+000
03F3392N,0000300133900D,4,120.33371,23.132065,000030,國道3號,0,N,善化,官田系統,339K+200
01F1664S,0000100016610B,4,120.691956,24.262648,000010,國道1號,0,S,臺中系統,豐原,166K+400
03F3392S,0000300033900D,4,120.33371,23.132065,000030,國道3號,0,S,官田系統,善化,339K+200
03F4142S,0000300041400T,4,120.52616,22.579586,000030,國道3號,0,S,麟洛,竹田系統,414K+200
03F4263S,0000300042600T,4,120.530846,22.47466,000030,國道3號,0,S,南州,林邊,426K+300
01F1802N,0000100118000B,4,120.62193,24.163706,000010,國道1號,0,N,南屯,臺中,180K+200
01F3366N,0000100133700E,4,120.27215,22.892618,000010,國道1號,0,N,路竹,仁德系統,336K+600
01F1802S,0000100018000B,4,120.62193,24.163706,000010,國道1號,0,S,臺中,南屯,180K+200
03F4021N,0000300140200T,4,120.56331,22.680347,000030,國道3號,0,N,麟洛,長治,402K+100
01F3366S,0000100033700E,4,120.27215,22.892618,000010,國道1號,0,S,仁德系統,路竹,336K+600
03F4142N,0000300141400T,4,120.52616,22.579586,000030,國道3號,0,N,竹田系統,麟洛,414K+200
01F1664N,0000100116620B,4,120.691956,24.262648,000010,國道1號,0,N,豐原,臺中系統,166K+400
03F2235S,0000300022340M,4,120.66127,23.955503,000030,國道3號,0,S,中興系統,中興,223K+500
03F2194N,0000300121900M,4,120.65272,23.985844,000030,國道3號,0,N,中興系統,草屯,219K+400
01F0340N,0000100103380F,4,121.428055,25.068,000010,國道1號,0,N,高公局,五股,34K+000
01F3083N,0000100130800D,4,120.23327,23.14075,000010,國道1號,0,N,安定,麻豆,308K+300
01F3083S,0000100030800D,4,120.23327,23.14075,000010,國道1號,0,S,麻豆,安定,308K+300
01F0376S,0000100003700F,4,121.39731,25.058666,000010,國道1號,0,S,高公局,林口(文化一路),37K+600
01F1839N,0000100118300B,4,120.61725,24.130768,000010,國道1號,0,N,王田,南屯,183K+900
01F0950S,0000100009470O,4,121.00525,24.789621,000010,國道1號,0,S,新竹(新竹、竹東),新竹(科學園區),95K+000
03F1779N,0000300117700B,4,120.59331,24.234648,000030,國道3號,0,N,龍井,沙鹿,177K+900
03F2194S,0000300021900M,4,120.65272,23.985844,000030,國道3號,0,S,草屯,中興系統,219K+400
03F3445N,0000300134400D,4,120.32903,23.085272,000030,國道3號,0,N,新化系統,善化,344K+500
03F1779S,0000300017700B,4,120.59331,24.234648,000030,國道3號,0,S,沙鹿,龍井,177K+900
01F0376N,0000100103700F,4,121.39731,25.058666,000010,國道1號,0,N,林口(文化一路),高公局,37K+600
03F3445S,0000300034400D,4,120.32903,23.085272,000030,國道3號,0,S,善化,新化系統,344K+500
03F2747N,0000300127500P,4,120.55856,23.618202,000030,國道3號,0,N,古坑服務區,古坑(朝陽路),274K+700
01F1774S,0000100017700B,4,120.63561,24.184591,000010,國道1號,0,S,大雅,臺中,177K+400
05F0055S,0000500000500F,4,121.652084,24.996504,000050,國道5號,0,S,石碇,坪林交控中心專用道,5K+500
01F2011S,0000100020100N,4,120.52279,24.04064,000010,國道1號,0,S,彰化,埔鹽系統,201K+100
03F1485S,0000300014800K,4,120.68121,24.467308,000030,國道3號,0,S,通霄,苑裡,148K+500
03F2614N,0000300126120P,4,120.60178,23.724424,000030,國道3號,0,N,古坑(文化路)&amp;古坑系統,斗六,261K+400
01F1839S,0000100018400B,4,120.61725,24.130768,000010,國道1號,0,S,南屯,王田,183K+900
03F0021N,0000300100200C,4,121.69863,25.129515,000030,國道3號,0,N,瑪東系統,基金,2K+100
03F2125N,0000300121220B,4,120.67786,24.040995,000030,國道3號,0,N,霧峰系統,霧峰,212K+500
03F2614S,0000300026120P,4,120.60178,23.724424,000030,國道3號,0,S,斗六,古坑(文化路)&amp;古坑系統,261K+400
03F2747S,0000300027500P,4,120.55856,23.618202,000030,國道3號,0,S,古坑(朝陽路),古坑服務區,274K+700
03A0015S,0000310000100A,4,121.56238,25.01182,000031,國道3甲,0,S,臺北端,萬芳,1K+500
01F1774N,0000100117700B,4,120.63561,24.184591,000010,國道1號,0,N,臺中,大雅,177K+400
03A0015N,0000310100100A,4,121.56238,25.01182,000031,國道3甲,0,N,萬芳,臺北端,1K+500
01F2156S,0000100021500N,4,120.49765,23.91277,000010,國道1號,0,S,員林,北斗,215K+600
01F2156N,0000100121500N,4,120.49765,23.91277,000010,國道1號,0,N,北斗,員林,215K+600
05F0055N,0000500100500F,4,121.652084,24.996504,000050,國道5號,0,N,坪林交控中心專用道,石碇,5K+500
01F2011N,0000100120100N,4,120.52279,24.04064,000010,國道1號,0,N,埔鹽系統,彰化,201K+100
03F1485N,0000300114800K,4,120.68121,24.467308,000030,國道3號,0,N,苑裡,通霄,148K+500
03F0648S,0000300006400H,4,121.25084,24.878792,000030,國道3號,0,S,大溪,龍潭,64K+800
03F2447N,0000300124430M,4,120.70452,23.787485,000030,國道3號,0,N,南雲,竹山,244K+700
03F0648N,0000300106400H,4,121.25084,24.878792,000030,國道3號,0,N,龍潭,大溪,64K+800
03F2447S,0000300024400M,4,120.70452,23.787485,000030,國道3號,0,S,竹山,南雲,244K+700
01F0293S,0000100002900F,4,121.47296,25.074797,000010,國道1號,0,S,三重,五股,29K+300
03F0498S,0000300004900F,4,121.36527,24.943825,000030,國道3號,0,S,樹林,三鶯,49K+800
03F0498N,0000300104900F,4,121.36527,24.943825,000030,國道3號,0,N,三鶯,樹林,49K+800
01F0467S,0000100004600H,4,121.317764,25.047075,000010,國道1號,0,S,林口(文化北路),桃園(49A),46K+700
03F2079S,0000300020800B,4,120.65236,24.067778,000030,國道3號,0,S,烏日,中投,207K+900
